subject_id,collected_at,trial_index,target_x,target_y,click_x,click_y,appeared_at,clicked_at,travel_time_ms,error_px
shreyandh,2026-06-24T10:59:42.484Z,4,601.2527075127427,598.042412247137,603,588,234419.0,235480.0,1061.0,10.193285769440246
shreyandh,2026-06-24T10:59:42.484Z,5,394.0119076316909,445.06761452151227,408,447,235571.0,236549.0,978.0,14.120936291259763
shreyandh,2026-06-24T10:59:42.484Z,6,484.98291292955025,502.3355639918289,482,500,236640.0,237678.0,1038.0,3.7884863343036943
shreyandh,2026-06-24T10:59:42.484Z,7,336.03712208382564,350.1898914620076,336,359,237771.0,238657.0,886.0,8.810186746052208
shreyandh,2026-06-24T10:59:42.484Z,8,44.43178222963611,538.062511075863,46,537,238749.0,240368.0,1619.0,1.8942641741891681
shreyandh,2026-06-24T10:59:42.484Z,9,265.90047617132865,361.97563807883057,260,371,240458.0,241666.0,1208.0,10.782148539723888
shreyandh,2026-06-24T10:59:42.484Z,10,230.17546980150894,413.78021656101134,235,413,241757.0,243538.0,1781.0,4.887210811723652
shreyandh,2026-06-24T10:59:42.484Z,11,428.83803210118566,266.4814525505685,418,277,243628.0,244670.0,1042.0,15.10307188198058
shreyandh,2026-06-24T10:59:42.484Z,12,449.46609015690973,517.9079157036444,465,528,244760.0,245912.0,1152.0,18.52437638513111
shreyandh,2026-06-24T10:59:42.484Z,13,304.65471391863395,426.9699229478719,302,420,246003.0,246904.0,901.0,7.45837327364756
shreyandh,2026-06-24T10:59:42.484Z,14,66.18234651406401,433.5888445636237,62,427,246995.0,247909.0,914.0,7.804158830219749
shreyandh,2026-06-24T10:59:42.484Z,15,153.8334306730353,369.17295708256785,158,360,248000.0,249054.0,1054.0,10.074891641850776
shreyandh,2026-06-24T10:59:42.484Z,16,61.24707291727695,521.5013578283126,51,513,249144.0,250171.0,1027.0,13.314487909679556
